id,data_subject_id,host,event_id,text,region,label
9826,user1197,PC-431,7045,An account was successfully logged on. User: user1197 from PC-431,Tasmania,0
9833,user1660,PC-421,4624,An account was successfully logged on. User: user1660 from PC-421,Victoria,0
9844,user1177,PC-912,4624,An account was successfully logged on. User: user1177 from PC-912,ACT,0
9845,user1756,PC-673,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-673,ACT,0
9847,user1379,PC-124,4698,A logon attempt was made using explicit credentials. User: user1379,New South Wales,0
9854,user1105,PC-803,4698,An account was successfully logged on. User: user1105 from PC-803,Western Australia,0
9859,user1301,PC-445,7045,An account was locked out. User: user1301,New South Wales,0
9864,user1781,PC-399,1116,A logon attempt was made using explicit credentials. User: user1781,Victoria,0
9865,user1329,PC-723,4625,Scheduled task created. Name: rest by user1329,New South Wales,0
9871,user1286,PC-428,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-428,ACT,0
9888,user1417,PC-780,4697,An account was successfully logged on. User: user1417 from PC-780,Western Australia,0
9890,user1820,PC-149,4697,An account was successfully logged on. User: user1820 from PC-149,New South Wales,0
9893,user1795,PC-683,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-683,South Australia,0
9898,user1497,PC-517,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-517,Northern Territory,0
9900,user1307,PC-827,4624,An account was successfully logged on. User: user1307 from PC-827,Tasmania,0
9901,user1812,PC-265,7045,A logon attempt was made using explicit credentials. User: user1812,New South Wales,0
9905,user1736,PC-528,4624,An account was locked out. User: user1736,Tasmania,0
9911,user1163,PC-896,4697,An account was locked out. User: user1163,Victoria,0
9912,user1109,PC-682,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-682,Tasmania,0
9915,user1937,PC-199,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-199,New South Wales,0
9919,user1530,PC-201,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-201,Tasmania,0
9941,user1487,PC-547,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-547,Northern Territory,0
9942,user1997,PC-443,4697,An account was successfully logged on. User: user1997 from PC-443,South Australia,0
9943,user1223,PC-773,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-773,New South Wales,0
9944,user1771,PC-665,4625,Scheduled task created. Name: true by user1771,Western Australia,0
9946,user1536,PC-729,4625,A logon attempt was made using explicit credentials. User: user1536,Northern Territory,0
9947,user1340,PC-394,4697,An account was locked out. User: user1340,New South Wales,0
9950,user1673,PC-612,4625,A service was installed in the system. Service: better by user1673,Victoria,0
9953,user1290,PC-552,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-552,Victoria,0
9955,user1471,PC-776,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-776,Victoria,0
9959,user1485,PC-242,1116,A logon attempt was made using explicit credentials. User: user1485,Western Australia,0
9963,user1668,PC-791,4624,Scheduled task created. Name: during by user1668,Queensland,0
9964,user1283,PC-224,4698,A service was installed in the system. Service: professional by user1283,Western Australia,0
9977,user1392,PC-732,4625,A logon attempt was made using explicit credentials. User: user1392,South Australia,0
9983,user1567,PC-819,4697,An account was successfully logged on. User: user1567 from PC-819,Western Australia,0
9985,user1434,PC-659,7045,Scheduled task created. Name: politics by user1434,ACT,0
9986,user1064,PC-977,4697,An account was locked out. User: user1064,ACT,0
9996,user1167,PC-619,4624,An account was successfully logged on. User: user1167 from PC-619,Tasmania,0
9997,user1034,PC-568,1116,A logon attempt was made using explicit credentials. User: user1034,New South Wales,0
10003,user1158,PC-803,4624,Scheduled task created. Name: speak by user1158,Western Australia,0
10010,user1504,PC-176,1116,Scheduled task created. Name: truth by user1504,Queensland,0
10015,user1658,PC-769,1116,A service was installed in the system. Service: debate by user1658,Queensland,0
10019,user1882,PC-526,4624,A logon attempt was made using explicit credentials. User: user1882,Queensland,0
10021,user1517,PC-109,4697,An account was successfully logged on. User: user1517 from PC-109,Western Australia,0
10022,user1952,PC-429,1116,An account was locked out. User: user1952,Western Australia,0
10031,user1172,PC-461,7045,A logon attempt was made using explicit credentials. User: user1172,New South Wales,0
10035,user1824,PC-918,4624,A logon attempt was made using explicit credentials. User: user1824,Tasmania,0
10041,user1086,PC-279,1116,A service was installed in the system. Service: worry by user1086,ACT,0
10042,user1953,PC-844,1116,An account was successfully logged on. User: user1953 from PC-844,New South Wales,0
10048,user1758,PC-529,4697,An account was successfully logged on. User: user1758 from PC-529,Northern Territory,0
10054,user1460,PC-749,1116,A logon attempt was made using explicit credentials. User: user1460,New South Wales,0
10060,user1114,PC-569,4624,An account was successfully logged on. User: user1114 from PC-569,Victoria,0
10065,user1958,PC-636,4698,Scheduled task created. Name: exactly by user1958,South Australia,0
10068,user1328,PC-262,7045,A logon attempt was made using explicit credentials. User: user1328,Tasmania,0
10069,user1453,PC-255,7045,An account was locked out. User: user1453,Tasmania,0
10071,user1216,PC-901,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-901,Northern Territory,0
10077,user1571,PC-658,4624,An account was successfully logged on. User: user1571 from PC-658,Victoria,0
10082,user1519,PC-533,4698,A service was installed in the system. Service: allow by user1519,Tasmania,0
10089,user1686,PC-979,1116,Scheduled task created. Name: hour by user1686,Tasmania,0
10090,user1330,PC-197,4624,A logon attempt was made using explicit credentials. User: user1330,South Australia,0
10093,user1527,PC-264,1116,A logon attempt was made using explicit credentials. User: user1527,New South Wales,0
10095,user1125,PC-891,4625,A logon attempt was made using explicit credentials. User: user1125,Victoria,0
10098,user1994,PC-371,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-371,Victoria,0
10106,user1422,PC-192,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-192,ACT,0
10119,user1492,PC-148,4624,Scheduled task created. Name: movement by user1492,Western Australia,0
10127,user1558,PC-717,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-717,ACT,0
10131,user1625,PC-420,4697,An account was locked out. User: user1625,Western Australia,0
10133,user1954,PC-359,4625,An account was successfully logged on. User: user1954 from PC-359,South Australia,0
10134,user1539,PC-285,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-285,Western Australia,0
10137,user1818,PC-907,4697,An account was locked out. User: user1818,Victoria,0
10143,user1532,PC-718,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-718,Western Australia,0
10149,user1875,PC-631,4698,An account was successfully logged on. User: user1875 from PC-631,ACT,0
10162,user1992,PC-352,1116,An account was locked out. User: user1992,Queensland,0
10163,user1859,PC-549,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-549,Northern Territory,0
10171,user1821,PC-973,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-973,Queensland,0
10175,user1127,PC-933,1116,A service was installed in the system. Service: manager by user1127,Tasmania,0
10179,user1903,PC-503,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-503,Northern Territory,0
10180,user1902,PC-566,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-566,Queensland,0
10189,user1637,PC-515,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-515,Western Australia,0
10190,user1667,PC-347,4624,A logon attempt was made using explicit credentials. User: user1667,Queensland,0
10199,user1509,PC-314,4698,A service was installed in the system. Service: laugh by user1509,Queensland,0
10207,user1617,PC-962,7045,An account was locked out. User: user1617,Queensland,0
10230,user1190,PC-245,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-245,New South Wales,0
10232,user1572,PC-550,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-550,ACT,0
10233,user1226,PC-322,1116,An account was locked out. User: user1226,New South Wales,0
10234,user1982,PC-643,7045,An account was successfully logged on. User: user1982 from PC-643,Tasmania,0
10241,user1349,PC-772,4698,Scheduled task created. Name: him by user1349,Tasmania,0
10248,user1124,PC-417,1116,An account was successfully logged on. User: user1124 from PC-417,Northern Territory,0
10250,user1370,PC-869,4697,Scheduled task created. Name: particular by user1370,Tasmania,0
10255,user1271,PC-773,4697,A logon attempt was made using explicit credentials. User: user1271,Western Australia,0
10256,user1217,PC-864,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-864,Northern Territory,0
10278,user1687,PC-184,1116,A service was installed in the system. Service: explain by user1687,New South Wales,0
10281,user1789,PC-261,4625,An account was locked out. User: user1789,Victoria,0
10286,user1659,PC-576,4697,A logon attempt was made using explicit credentials. User: user1659,Queensland,0
10289,user1884,PC-790,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-790,Queensland,0
10294,user1776,PC-516,4625,A logon attempt was made using explicit credentials. User: user1776,Northern Territory,0
10320,user1466,PC-877,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-877,New South Wales,0
10325,user1877,PC-206,7045,An account was locked out. User: user1877,Northern Territory,0
10328,user1455,PC-975,4625,An account was locked out. User: user1455,Queensland,0
10331,user1198,PC-935,7045,Scheduled task created. Name: write by user1198,Victoria,0
10332,user1065,PC-813,4625,A logon attempt was made using explicit credentials. User: user1065,Western Australia,0
10347,user1113,PC-871,7045,An account was successfully logged on. User: user1113 from PC-871,Queensland,0
10349,user1167,PC-971,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-971,Tasmania,0
10355,user1621,PC-421,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-421,Queensland,0
10357,user1487,PC-882,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-882,Northern Territory,0
10359,user1923,PC-521,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-521,Tasmania,0
10361,user1130,PC-747,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-747,New South Wales,0
10364,user1064,PC-774,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-774,ACT,0
10368,user1989,PC-935,4624,An account was successfully logged on. User: user1989 from PC-935,Northern Territory,0
10369,user1661,PC-726,4697,An account was locked out. User: user1661,Queensland,0
10372,user1003,PC-169,4698,An account was locked out. User: user1003,New South Wales,0
10379,user1119,PC-700,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-700,Western Australia,0
10384,user1779,PC-213,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-213,Victoria,0
10386,user1618,PC-780,4697,An account was successfully logged on. User: user1618 from PC-780,South Australia,0
10390,user1846,PC-717,1116,Scheduled task created. Name: the by user1846,ACT,0
10400,user1976,PC-312,4698,A logon attempt was made using explicit credentials. User: user1976,Queensland,0
10401,user1876,PC-439,4698,An account was successfully logged on. User: user1876 from PC-439,Victoria,0
10405,user1735,PC-324,4624,An account was locked out. User: user1735,ACT,0
10406,user1822,PC-830,4624,An account was successfully logged on. User: user1822 from PC-830,Tasmania,0
10407,user1007,PC-136,4698,A logon attempt was made using explicit credentials. User: user1007,Victoria,0
10410,user1292,PC-806,4697,An account was successfully logged on. User: user1292 from PC-806,New South Wales,0
10411,user1348,PC-370,7045,An account was successfully logged on. User: user1348 from PC-370,Queensland,0
10413,user1618,PC-866,4625,An account was locked out. User: user1618,South Australia,0
10414,user1672,PC-684,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-684,Victoria,0
10416,user1258,PC-288,4697,Scheduled task created. Name: hear by user1258,Northern Territory,0
10418,user1210,PC-143,7045,An account was locked out. User: user1210,Northern Territory,0
10423,user1734,PC-969,4698,A service was installed in the system. Service: dinner by user1734,Western Australia,0
10425,user1232,PC-384,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-384,Queensland,0
10434,user1761,PC-383,1116,A logon attempt was made using explicit credentials. User: user1761,Western Australia,0
10441,user1171,PC-183,4698,A logon attempt was made using explicit credentials. User: user1171,South Australia,0
10442,user1201,PC-335,4624,A logon attempt was made using explicit credentials. User: user1201,New South Wales,0
