id,data_subject_id,src_ip,dst_ip,severity,signature,text
6194,195.96.38.19->172.29.89.59,195.96.38.19,172.29.89.59,critical,Exploit kit,Exploit kit from 195.96.38.19 targeting 172.29.89.59
367,200.251.243.115->172.26.245.75,200.251.243.115,172.26.245.75,critical,C2 traffic,C2 traffic from 200.251.243.115 targeting 172.26.245.75
6635,138.72.212.121->192.168.130.158,138.72.212.121,192.168.130.158,high,SQLi attempt,SQLi  attempt  from  138.72.212.121  targeting  192.168.130.158
2485,211.220.105.82->10.90.246.22,211.220.105.82,10.90.246.22,critical,Port scan,Port scan from 211.220.105.82 targeting 10.90.246.2
6129,197.72.167.229->10.20.247.236,197.72.167.229,10.20.247.236,low,C2 traffic,C2 traffic from 197.72.167.229 targeting 10.20.247.23
8840,211.37.191.13->192.168.60.80,211.37.191.13,192.168.60.80,critical,Exploit kit,Exploit kit from 211.37.191.13 targeting 192.168.60.8
1520,216.193.252.166->172.17.41.213,216.193.252.166,172.17.41.213,high,SQLi attempt,Sqli attempt from 216.193.252.166 targeting 172.17.41.213
6835,4.240.192.152->192.168.249.103,4.240.192.152,192.168.249.103,low,Exploit kit,Exploit  kit  from  4.240.192.152  targeting  192.168.249.103
6991,148.188.4.149->10.242.0.247,148.188.4.149,10.242.0.247,low,C2 traffic,C2 traffic from 148.188.4.149 targeting 10.242.0.247?utm_source=mail
560,108.74.200.207->10.129.239.91,108.74.200.207,10.129.239.91,high,Ransomware beacon,Ransomware beacon from 108.74.200.207 targeting 10.129.239.91
959,214.170.245.161->192.168.139.182,214.170.245.161,192.168.139.182,medium,Port scan,Port scan from 214.170.245.161 targeting 192.168.139.18
7380,181.197.152.81->192.168.206.33,181.197.152.81,192.168.206.33,low,Ransomware beacon,Ransomware beacon from 181.197.152.81 targeting 192.168.206.3
1102,62.122.40.141->10.74.178.204,62.122.40.141,10.74.178.204,low,Port scan,Port scan from 62.122.40.141 targeting 10.74.178.204
3609,54.236.66.149->192.168.87.13,54.236.66.149,192.168.87.13,medium,C2 traffic,C2 traffic from 54.236.66.149 targeting 192.168.87.1
1092,215.231.82.168->192.168.192.37,215.231.82.168,192.168.192.37,medium,Exploit kit,Exploit kit from 215.231.82.168 targeting 192.168.192.37
7730,8.81.126.92->10.154.12.228,8.81.126.92,10.154.12.228,medium,SQLi attempt,SQLi  attempt  from  8.81.126.92  targeting  10.154.12.228
7659,55.196.231.62->172.30.103.9,55.196.231.62,172.30.103.9,critical,Ransomware beacon,Ransomware beacon from 55.196.231.62 targeting 172.30.103.
4428,206.200.15.239->10.214.222.248,206.200.15.239,10.214.222.248,high,SQLi attempt,SQLi attempt from 206.200.15.239 targeting 10.214.222.248?utm_source=mail
8028,148.132.221.132->172.31.147.247,148.132.221.132,172.31.147.247,high,Port scan,Port  scan  from  148.132.221.132  targeting  172.31.147.247
7237,131.18.248.132->172.20.140.187,131.18.248.132,172.20.140.187,low,Port scan,Port scan from 131.18.248.132 targeting 172.20.140.18
4704,204.21.41.59->172.17.225.238,204.21.41.59,172.17.225.238,high,C2 traffic,C2 traffic from 204.21.41.59 targeting 172.17.225.23
764,73.173.165.22->172.21.62.30,73.173.165.22,172.21.62.30,low,Port scan,Port scan from 73.173.165.22 targeting 172.21.62.30?utm_source=mail
7154,159.75.124.220->10.142.205.154,159.75.124.220,10.142.205.154,critical,SQLi attempt,SQLi  attempt  from  159.75.124.220  targeting  10.142.205.154
11838,115.7.25.197->10.20.95.254,115.7.25.197,10.20.95.254,low,Port scan,Port  scan  from  115.7.25.197  targeting  10.20.95.254
3935,145.127.244.3->10.59.148.212,145.127.244.3,10.59.148.212,medium,Exploit kit,Exploit kit from 145.127.244.3 targeting 10.59.148.212?utm_source=mail
3949,204.165.28.10->172.29.30.178,204.165.28.10,172.29.30.178,low,Exploit kit,Exploit kit from 204.165.28.10 targeting 172.29.30.17
2476,200.255.137.165->192.168.105.22,200.255.137.165,192.168.105.22,medium,Port scan,Port scan from 200.255.137.165 targeting 192.168.105.22?utm_source=mail
3473,75.9.242.251->172.20.178.249,75.9.242.251,172.20.178.249,medium,Exploit kit,Exploit kit from 75.9.242.251 targeting 172.20.178.24
1659,172.171.150.78->10.102.246.136,172.171.150.78,10.102.246.136,medium,C2 traffic,C2  traffic  from  172.171.150.78  targeting  10.102.246.136
11675,129.45.224.78->10.23.90.87,129.45.224.78,10.23.90.87,critical,Exploit kit,Exploit kit from 129.45.224.78 targeting 10.23.90.87?utm_source=mail
3938,168.191.7.202->172.24.179.208,168.191.7.202,172.24.179.208,medium,Port scan,Port  scan  from  168.191.7.202  targeting  172.24.179.208
521,203.195.204.84->192.168.80.238,203.195.204.84,192.168.80.238,high,Port scan,Port scan from 203.195.204.84 targeting 192.168.80.23
9909,187.133.15.112->10.219.60.48,187.133.15.112,10.219.60.48,high,Ransomware beacon,Ransomware beacon from 187.133.15.112 targeting 10.219.60.48
9823,178.136.251.4->192.168.226.78,178.136.251.4,192.168.226.78,critical,SQLi attempt,SQLi  attempt  from  178.136.251.4  targeting  192.168.226.78
7010,130.82.199.76->172.16.135.29,130.82.199.76,172.16.135.29,critical,Ransomware beacon,Ransomware beacon from 130.82.199.76 targeting 172.16.135.29?utm_source=mail
1744,70.96.99.26->192.168.126.167,70.96.99.26,192.168.126.167,critical,Exploit kit,Exploit kit from 70.96.99.26 targeting 192.168.126.16
10647,98.28.181.19->192.168.189.244,98.28.181.19,192.168.189.244,critical,SQLi attempt,SQLi attempt from 98.28.181.19 targeting 192.168.189.244?utm_source=mail
1571,175.238.209.82->10.225.239.235,175.238.209.82,10.225.239.235,critical,Ransomware beacon,Ransomware beacon from 175.238.209.82 targeting 10.225.239.235
9997,199.231.207.15->10.106.46.254,199.231.207.15,10.106.46.254,critical,SQLi attempt,Sqli attempt from 199.231.207.15 targeting 10.106.46.254
8453,82.115.96.143->192.168.85.22,82.115.96.143,192.168.85.22,low,Exploit kit,Exploit kit from 82.115.96.143 targeting 192.168.85.2
5432,11.39.159.198->192.168.255.194,11.39.159.198,192.168.255.194,critical,C2 traffic,C2  traffic  from  11.39.159.198  targeting  192.168.255.194
9493,197.80.91.141->172.19.19.176,197.80.91.141,172.19.19.176,low,Ransomware beacon,Ransomware beacon from 197.80.91.141 targeting 172.19.19.176?utm_source=mail
9004,158.106.184.45->192.168.20.233,158.106.184.45,192.168.20.233,high,Ransomware beacon,Ransomware beacon from 158.106.184.45 targeting 192.168.20.233
6578,200.228.201.186->172.25.46.175,200.228.201.186,172.25.46.175,critical,Port scan,Port scan from 200.228.201.186 targeting 172.25.46.17
10425,40.95.233.122->172.16.11.247,40.95.233.122,172.16.11.247,critical,Exploit kit,Exploit kit from 40.95.233.122 targeting 172.16.11.24
10902,192.70.114.253->10.115.19.6,192.70.114.253,10.115.19.6,medium,SQLi attempt,SQLi  attempt  from  192.70.114.253  targeting  10.115.19.6
10163,219.195.233.128->172.26.33.229,219.195.233.128,172.26.33.229,medium,Port scan,Port scan from 219.195.233.128 targeting 172.26.33.229
7575,164.30.181.113->172.31.185.184,164.30.181.113,172.31.185.184,medium,Exploit kit,Exploit kit from 164.30.181.113 targeting 172.31.185.184?utm_source=mail
19,195.147.241.3->192.168.109.70,195.147.241.3,192.168.109.70,medium,Exploit kit,Exploit kit from 195.147.241.3 targeting 192.168.109.70
3014,154.119.198.42->192.168.255.167,154.119.198.42,192.168.255.167,critical,SQLi attempt,Sqli attempt from 154.119.198.42 targeting 192.168.255.167
3944,163.159.246.95->10.203.41.109,163.159.246.95,10.203.41.109,medium,Exploit kit,Exploit  kit  from  163.159.246.95  targeting  10.203.41.109
4344,125.110.122.222->10.116.41.176,125.110.122.222,10.116.41.176,critical,C2 traffic,C2 traffic from 125.110.122.222 targeting 10.116.41.176
8198,177.124.10.75->10.38.58.28,177.124.10.75,10.38.58.28,medium,Ransomware beacon,Ransomware beacon from 177.124.10.75 targeting 10.38.58.2
1670,67.205.234.128->10.163.188.191,67.205.234.128,10.163.188.191,high,Ransomware beacon,Ransomware beacon from 67.205.234.128 targeting 10.163.188.19
1863,222.103.73.44->192.168.96.23,222.103.73.44,192.168.96.23,medium,Exploit kit,Exploit kit from 222.103.73.44 targeting 192.168.96.23?utm_source=mail
11744,215.138.188.180->192.168.162.56,215.138.188.180,192.168.162.56,high,Ransomware beacon,Ransomware beacon from 215.138.188.180 targeting 192.168.162.56?utm_source=mail
3230,222.229.108.163->192.168.73.77,222.229.108.163,192.168.73.77,critical,Exploit kit,Exploit kit from 222.229.108.163 targeting 192.168.73.77
5521,215.25.95.231->192.168.133.235,215.25.95.231,192.168.133.235,low,C2 traffic,C2  traffic  from  215.25.95.231  targeting  192.168.133.235
939,145.147.8.169->10.100.213.138,145.147.8.169,10.100.213.138,critical,Exploit kit,Exploit  kit  from  145.147.8.169  targeting  10.100.213.138
9463,190.233.186.218->172.30.151.170,190.233.186.218,172.30.151.170,low,C2 traffic,C2 traffic from 190.233.186.218 targeting 172.30.151.17
9135,161.121.10.113->10.168.27.240,161.121.10.113,10.168.27.240,critical,SQLi attempt,SQLi  attempt  from  161.121.10.113  targeting  10.168.27.240
3141,138.37.102.33->192.168.38.87,138.37.102.33,192.168.38.87,critical,Exploit kit,Exploit kit from 138.37.102.33 targeting 192.168.38.87
8431,108.185.207.171->172.21.80.193,108.185.207.171,172.21.80.193,critical,Exploit kit,Exploit kit from 108.185.207.171 targeting 172.21.80.193?utm_source=mail
10343,197.83.110.162->10.95.95.114,197.83.110.162,10.95.95.114,critical,Exploit kit,Exploit kit from 197.83.110.162 targeting 10.95.95.114?utm_source=mail
5838,222.228.165.177->10.145.190.77,222.228.165.177,10.145.190.77,high,C2 traffic,C2  traffic  from  222.228.165.177  targeting  10.145.190.77
5571,84.241.93.121->10.187.249.223,84.241.93.121,10.187.249.223,critical,Exploit kit,Exploit  kit  from  84.241.93.121  targeting  10.187.249.223
9101,212.55.227.248->10.80.21.225,212.55.227.248,10.80.21.225,medium,Port scan,Port scan from 212.55.227.248 targeting 10.80.21.22
2871,200.154.195.204->192.168.48.105,200.154.195.204,192.168.48.105,high,SQLi attempt,Sqli attempt from 200.154.195.204 targeting 192.168.48.105
5209,208.61.194.18->172.31.89.53,208.61.194.18,172.31.89.53,critical,Ransomware beacon,Ransomware beacon from 208.61.194.18 targeting 172.31.89.53
8284,180.69.46.147->192.168.155.238,180.69.46.147,192.168.155.238,low,C2 traffic,C2 traffic from 180.69.46.147 targeting 192.168.155.23
9212,159.23.81.7->172.19.206.208,159.23.81.7,172.19.206.208,low,Port scan,Port  scan  from  159.23.81.7  targeting  172.19.206.208
3089,113.107.91.61->172.22.2.91,113.107.91.61,172.22.2.91,high,Port scan,Port scan from 113.107.91.61 targeting 172.22.2.91?utm_source=mail
5501,195.76.240.74->192.168.45.151,195.76.240.74,192.168.45.151,critical,C2 traffic,C2 traffic from 195.76.240.74 targeting 192.168.45.151?utm_source=mail
646,201.68.252.83->10.105.150.254,201.68.252.83,10.105.150.254,low,Port scan,Port scan from 201.68.252.83 targeting 10.105.150.254?utm_source=mail
8297,206.228.201.51->10.187.247.252,206.228.201.51,10.187.247.252,critical,C2 traffic,C2  traffic  from  206.228.201.51  targeting  10.187.247.252
606,214.150.2.178->172.26.77.2,214.150.2.178,172.26.77.2,critical,C2 traffic,C2 traffic from 214.150.2.178 targeting 172.26.77.2
6218,213.86.190.103->172.17.117.56,213.86.190.103,172.17.117.56,critical,Ransomware beacon,Ransomware beacon from 213.86.190.103 targeting 172.17.117.56?utm_source=mail
7597,148.3.253.49->172.18.24.109,148.3.253.49,172.18.24.109,low,Exploit kit,Exploit kit from 148.3.253.49 targeting 172.18.24.109?utm_source=mail
4792,92.93.1.213->10.206.72.18,92.93.1.213,10.206.72.18,critical,Exploit kit,Exploit kit from 92.93.1.213 targeting 10.206.72.18
6440,212.229.225.216->10.102.182.32,212.229.225.216,10.102.182.32,critical,SQLi attempt,SQLi attempt from 212.229.225.216 targeting 10.102.182.32?utm_source=mail
9423,215.75.155.113->172.17.154.201,215.75.155.113,172.17.154.201,low,SQLi attempt,SQLi attempt from 215.75.155.113 targeting 172.17.154.201?utm_source=mail
9159,130.190.45.19->10.186.81.23,130.190.45.19,10.186.81.23,medium,SQLi attempt,Sqli attempt from 130.190.45.19 targeting 10.186.81.23
1215,139.105.223.249->192.168.233.82,139.105.223.249,192.168.233.82,critical,Exploit kit,Exploit kit from 139.105.223.249 targeting 192.168.233.82?utm_source=mail
1411,145.49.140.196->172.25.79.149,145.49.140.196,172.25.79.149,low,Port scan,Port scan from 145.49.140.196 targeting 172.25.79.14
2598,164.161.92.90->172.28.11.248,164.161.92.90,172.28.11.248,critical,Port scan,Port scan from 164.161.92.90 targeting 172.28.11.248?utm_source=mail
4439,107.18.40.198->172.25.38.102,107.18.40.198,172.25.38.102,high,SQLi attempt,SQLi attempt from 107.18.40.198 targeting 172.25.38.102?utm_source=mail
9458,189.65.29.26->10.17.249.198,189.65.29.26,10.17.249.198,high,Port scan,Port scan from 189.65.29.26 targeting 10.17.249.198?utm_source=mail
5386,193.7.164.27->10.49.57.3,193.7.164.27,10.49.57.3,medium,Ransomware beacon,Ransomware beacon from 193.7.164.27 targeting 10.49.57.
3600,189.184.164.144->10.103.109.245,189.184.164.144,10.103.109.245,critical,SQLi attempt,SQLi attempt from 189.184.164.144 targeting 10.103.109.245?utm_source=mail
10084,52.37.230.246->172.21.192.62,52.37.230.246,172.21.192.62,critical,C2 traffic,C2  traffic  from  52.37.230.246  targeting  172.21.192.62
1942,187.21.114.168->10.41.148.2,187.21.114.168,10.41.148.2,critical,C2 traffic,C2 traffic from 187.21.114.168 targeting 10.41.148.2?utm_source=mail
11463,201.241.112.99->10.65.215.249,201.241.112.99,10.65.215.249,low,Ransomware beacon,Ransomware beacon from 201.241.112.99 targeting 10.65.215.249
3541,35.89.157.70->172.31.253.137,35.89.157.70,172.31.253.137,low,SQLi attempt,Sqli attempt from 35.89.157.70 targeting 172.31.253.137
4993,137.52.86.81->192.168.216.47,137.52.86.81,192.168.216.47,high,C2 traffic,C2 traffic from 137.52.86.81 targeting 192.168.216.4
4309,198.35.56.27->192.168.89.77,198.35.56.27,192.168.89.77,low,Ransomware beacon,Ransomware beacon from 198.35.56.27 targeting 192.168.89.7
3212,193.103.240.222->192.168.214.168,193.103.240.222,192.168.214.168,low,Ransomware beacon,Ransomware beacon from 193.103.240.222 targeting 192.168.214.168?utm_source=mail
7205,198.149.244.80->192.168.178.192,198.149.244.80,192.168.178.192,low,C2 traffic,C2 traffic from 198.149.244.80 targeting 192.168.178.19
10697,183.9.245.148->10.52.245.59,183.9.245.148,10.52.245.59,high,C2 traffic,C2 traffic from 183.9.245.148 targeting 10.52.245.59
7918,155.17.165.152->10.100.224.117,155.17.165.152,10.100.224.117,low,Exploit kit,Exploit kit from 155.17.165.152 targeting 10.100.224.11
3756,47.123.183.81->172.17.107.150,47.123.183.81,172.17.107.150,high,Port scan,Port scan from 47.123.183.81 targeting 172.17.107.15
11016,93.139.84.27->10.24.111.75,93.139.84.27,10.24.111.75,critical,Port scan,Port scan from 93.139.84.27 targeting 10.24.111.75
6271,182.2.136.186->10.46.68.12,182.2.136.186,10.46.68.12,low,Ransomware beacon,Ransomware beacon from 182.2.136.186 targeting 10.46.68.1
5396,207.66.53.18->10.81.251.43,207.66.53.18,10.81.251.43,high,C2 traffic,C2 traffic from 207.66.53.18 targeting 10.81.251.43
8168,12.107.37.140->10.171.26.253,12.107.37.140,10.171.26.253,medium,Exploit kit,Exploit  kit  from  12.107.37.140  targeting  10.171.26.253
8627,128.167.252.54->10.77.223.226,128.167.252.54,10.77.223.226,medium,Port scan,Port  scan  from  128.167.252.54  targeting  10.77.223.226
2276,205.233.152.130->172.24.138.124,205.233.152.130,172.24.138.124,high,Port scan,Port scan from 205.233.152.130 targeting 172.24.138.124?utm_source=mail
7039,133.66.240.217->172.21.19.229,133.66.240.217,172.21.19.229,medium,C2 traffic,C2 traffic from 133.66.240.217 targeting 172.21.19.229?utm_source=mail
11090,151.180.188.74->172.29.165.161,151.180.188.74,172.29.165.161,medium,Exploit kit,Exploit  kit  from  151.180.188.74  targeting  172.29.165.161
5666,203.183.236.12->172.19.123.16,203.183.236.12,172.19.123.16,critical,Port scan,Port scan from 203.183.236.12 targeting 172.19.123.16?utm_source=mail
2825,133.188.211.21->192.168.15.169,133.188.211.21,192.168.15.169,critical,Exploit kit,Exploit kit from 133.188.211.21 targeting 192.168.15.169?utm_source=mail
11125,111.44.233.128->192.168.172.248,111.44.233.128,192.168.172.248,critical,C2 traffic,C2 traffic from 111.44.233.128 targeting 192.168.172.24
4816,43.126.102.95->192.168.99.251,43.126.102.95,192.168.99.251,critical,SQLi attempt,SQLi attempt from 43.126.102.95 targeting 192.168.99.25
10187,151.219.83.161->192.168.214.99,151.219.83.161,192.168.214.99,low,SQLi attempt,Sqli attempt from 151.219.83.161 targeting 192.168.214.99
10003,210.28.231.212->192.168.58.122,210.28.231.212,192.168.58.122,high,Ransomware beacon,Ransomware  beacon  from  210.28.231.212  targeting  192.168.58.122
11228,186.232.86.211->172.26.178.6,186.232.86.211,172.26.178.6,medium,Port scan,Port scan from 186.232.86.211 targeting 172.26.178.6?utm_source=mail
2492,169.163.162.203->192.168.66.131,169.163.162.203,192.168.66.131,critical,SQLi attempt,SQLi attempt from 169.163.162.203 targeting 192.168.66.13
7762,24.137.174.32->172.28.127.221,24.137.174.32,172.28.127.221,critical,C2 traffic,C2 traffic from 24.137.174.32 targeting 172.28.127.221?utm_source=mail
10203,222.84.174.201->192.168.106.203,222.84.174.201,192.168.106.203,medium,C2 traffic,C2 traffic from 222.84.174.201 targeting 192.168.106.203
2152,65.241.237.131->172.23.106.148,65.241.237.131,172.23.106.148,low,C2 traffic,C2 traffic from 65.241.237.131 targeting 172.23.106.14
3969,195.51.30.50->10.69.217.214,195.51.30.50,10.69.217.214,low,Exploit kit,Exploit kit from 195.51.30.50 targeting 10.69.217.21
5006,8.146.174.190->10.228.203.18,8.146.174.190,10.228.203.18,high,Ransomware beacon,Ransomware beacon from 8.146.174.190 targeting 10.228.203.18
1177,207.95.246.83->10.59.49.219,207.95.246.83,10.59.49.219,critical,Port scan,Port scan from 207.95.246.83 targeting 10.59.49.219
5810,146.65.25.190->10.75.211.222,146.65.25.190,10.75.211.222,medium,Port scan,Port scan from 146.65.25.190 targeting 10.75.211.22
10436,200.143.157.218->192.168.240.2,200.143.157.218,192.168.240.2,critical,Exploit kit,Exploit  kit  from  200.143.157.218  targeting  192.168.240.2
1149,193.101.167.49->10.126.166.58,193.101.167.49,10.126.166.58,medium,Ransomware beacon,Ransomware beacon from 193.101.167.49 targeting 10.126.166.5
4705,34.159.172.81->192.168.44.198,34.159.172.81,192.168.44.198,critical,SQLi attempt,SQLi  attempt  from  34.159.172.81  targeting  192.168.44.198
8530,23.172.52.47->10.73.195.211,23.172.52.47,10.73.195.211,high,Ransomware beacon,Ransomware beacon from 23.172.52.47 targeting 10.73.195.211
